DATE,TMAX,TMIN,HUMIDITY,PRCP,PRESSURE,RAIN
9/16/2011,29,25,89,9.6,1002,TRUE
9/17/2011,29,25,92,4.1,1001,TRUE
9/18/2011,30,25,89,1.5,1002,TRUE
9/19/2011,32,25,87,2,1003,TRUE
9/20/2011,32,26,86,0.6,1003,TRUE
9/21/2011,31,25,84,2.6,1002,TRUE
9/22/2011,31,25,82,0,1002,FALSE
9/23/2011,31,25,84,0.6,1003,TRUE
9/24/2011,31,25,84,0.3,1004,TRUE
9/25/2011,31,25,86,0.5,1006,TRUE
9/26/2011,31,24,86,2,1006,TRUE
9/27/2011,31,25,87,7.3,1004,TRUE
9/28/2011,32,25,83,1.1,1004,TRUE
9/29/2011,32,25,79,0.9,1003,TRUE
9/30/2011,33,25,79,1,1004,TRUE
10/1/2011,33,25,79,0.8,1003,TRUE
10/2/2011,30,25,82,0,1004,FALSE
10/3/2011,32,24,81,1.7,1004,TRUE
10/4/2011,32,25,81,0,1005,FALSE
10/5/2011,32,24,80,0,1007,FALSE
10/6/2011,32,24,78,0,1009,FALSE
10/7/2011,32,24,80,0,1008,FALSE
10/8/2011,32,24,78,0,1009,FALSE
10/9/2011,32,24,77,0,1009,FALSE
10/10/2011,32,24,78,0.1,1009,TRUE
10/11/2011,32,24,77,0.1,1010,TRUE
10/12/2011,32,23,75,0,1009,FALSE
10/13/2011,32,22,76,0,1008,FALSE
10/14/2011,32,23,75,0,1007,FALSE
10/15/2011,31,23,77,0.1,1007,TRUE
10/16/2011,31,23,75,0.1,1007,TRUE
10/17/2011,32,23,75,0.2,1008,TRUE
10/18/2011,30,24,80,0,1008,FALSE
10/19/2011,30,23,81,0,1006,FALSE
10/20/2011,32,23,77,0,1006,FALSE
10/21/2011,31,24,82,0,1008,FALSE
10/22/2011,29,24,83,3.7,1009,TRUE
10/23/2011,30,22,81,0,1010,FALSE
10/24/2011,30,22,78,0,1010,FALSE
10/25/2011,31,21,74,0,1010,FALSE
10/26/2011,31,22,73,0,1010,FALSE
10/27/2011,30,21,73,0.1,1011,TRUE
10/28/2011,30,21,71,0,1011,FALSE
10/29/2011,30,21,74,0,1011,FALSE
10/30/2011,29,20,72,0,1010,FALSE
10/31/2011,29,20,73,0.3,1010,TRUE
11/1/2011,28,20,71,0,1011,FALSE
11/2/2011,28,18,68,0,1011,FALSE
11/3/2011,28,18,68,0,1011,FALSE
11/4/2011,28,19,68,0,1011,FALSE
11/5/2011,28,18,70,0,1011,FALSE
11/6/2011,28,18,71,0.2,1011,TRUE
11/7/2011,27,18,74,0.4,1011,TRUE
11/8/2011,28,18,71,0,1011,FALSE
11/9/2011,29,18,73,0,1011,FALSE
11/10/2011,29,17,70,0,1011,FALSE
11/11/2011,28,17,68,0,1011,FALSE
11/12/2011,28,19,72,0.2,1011,TRUE
11/13/2011,28,20,75,1.3,1012,TRUE
11/14/2011,28,19,70,0.1,1013,TRUE
11/15/2011,28,18,69,0.2,1013,TRUE
11/16/2011,27,19,70,0.2,1013,TRUE
11/17/2011,27,17,63,0,1012,FALSE
11/18/2011,27,18,66,0,1012,FALSE
11/19/2011,27,18,68,0,1012,FALSE
11/20/2011,28,18,69,0,1013,FALSE
11/21/2011,28,18,69,0,1014,FALSE
11/22/2011,28,18,67,0,1014,FALSE
11/23/2011,27,18,67,0,1014,FALSE
11/24/2011,27,16,64,0,1014,FALSE
11/25/2011,27,16,61,0,1013,FALSE
11/26/2011,27,17,67,0,1012,FALSE
11/27/2011,26,17,69,0,1012,FALSE
11/28/2011,27,18,65,0,1010,FALSE
11/29/2011,26,18,62,0,1011,FALSE
11/30/2011,27,17,55,0,1011,FALSE
12/1/2011,27,17,61,0,1011,FALSE
12/2/2011,28,18,69,0,1010,FALSE
12/3/2011,28,18,64,0,1008,FALSE
12/4/2011,28,18,69,0,1009,FALSE
12/5/2011,28,18,65,0,1011,FALSE
12/6/2011,27,18,64,0,1012,FALSE
12/7/2011,27,17,68,0,1012,FALSE
12/8/2011,27,17,67,0,1012,FALSE
12/9/2011,27,17,69,0,1012,FALSE
12/10/2011,26,16,63,0,1012,FALSE
12/11/2011,26,17,58,0,1013,FALSE
12/12/2011,25,16,58,0,1014,FALSE
12/13/2011,24,15,56,0,1015,FALSE
12/14/2011,23,14,57,0,1015,FALSE
12/15/2011,23,13,62,0,1015,FALSE
12/16/2011,23,13,67,0,1015,FALSE
12/17/2011,22,13,67,0,1015,FALSE
12/18/2011,23,13,69,0,1016,FALSE
12/19/2011,23,13,71,0,1015,FALSE
12/20/2011,23,13,71,0,1014,FALSE
12/21/2011,22,12,68,0,1015,FALSE
12/22/2011,23,13,64,0,1014,FALSE
12/23/2011,23,12,63,0,1013,FALSE
12/24/2011,23,12,63,0,1012,FALSE
12/25/2011,25,13,67,0,1012,FALSE
12/26/2011,25,14,65,0,1012,FALSE
12/27/2011,25,15,60,0,1013,FALSE
12/28/2011,27,17,64,0,1014,FALSE
12/29/2011,26,17,66,0,1015,FALSE
12/30/2011,27,16,62,0,1016,FALSE
12/31/2011,26,15,60,0,1016,FALSE
1/1/2012,26,15,56,0,1014,FALSE
1/2/2012,21,17,81,2.8,1014,TRUE
1/3/2012,25,15,80,0,1013,FALSE
1/4/2012,24,16,76,0,1014,FALSE
1/5/2012,24,16,70,0,1015,FALSE
1/6/2012,25,15,71,0,1016,FALSE
1/7/2012,25,14,57,0,1014,FALSE
1/8/2012,25,16,60,0,1016,FALSE
1/9/2012,25,14,55,0,1014,FALSE
1/10/2012,25,16,68,1.4,1015,TRUE
1/11/2012,24,16,69,1,1015,TRUE
1/12/2012,23,14,61,0,1015,FALSE
1/13/2012,21,12,62,0,1015,FALSE
1/14/2012,21,12,63,0,1014,FALSE
1/15/2012,22,12,57,0,1013,FALSE
1/16/2012,23,12,56,0,1011,FALSE
1/17/2012,25,12,55,0,1010,FALSE
1/18/2012,26,15,68,0.3,1009,TRUE
1/19/2012,26,15,68,0.4,1011,TRUE
1/20/2012,27,16,67,0.5,1011,TRUE
1/21/2012,25,16,66,0,1012,FALSE
1/22/2012,22,13,56,0,1014,FALSE
1/23/2012,23,12,58,0,1014,FALSE
1/24/2012,24,12,54,0,1013,FALSE
1/25/2012,24,12,53,0,1013,FALSE
1/26/2012,25,12,50,0,1013,FALSE
1/27/2012,24,12,50,0,1013,FALSE
1/28/2012,25,13,51,0,1014,FALSE
1/29/2012,25,13,46,0,1014,FALSE
1/30/2012,26,14,45,0,1015,FALSE
1/31/2012,25,13,45,0,1015,FALSE
2/1/2012,25,13,38,0,1015,FALSE
2/2/2012,24,12,41,0,1016,FALSE
2/3/2012,25,12,47,0,1015,FALSE
2/4/2012,26,14,50,0,1014,FALSE
2/5/2012,28,14,48,0,1013,FALSE
2/6/2012,28,13,46,0,1012,FALSE
2/7/2012,28,15,50,0,1012,FALSE
2/8/2012,29,14,55,0,1011,FALSE
2/9/2012,29,18,60,0,1010,FALSE
2/10/2012,26,16,48,0,1013,FALSE
2/11/2012,25,14,36,0,1013,FALSE
2/12/2012,25,13,34,0,1014,FALSE
2/13/2012,27,13,39,0,1014,FALSE
2/14/2012,28,15,41,0,1013,FALSE
2/15/2012,30,17,47,0,1011,FALSE
2/16/2012,30,17,56,0,1010,FALSE
2/17/2012,30,19,48,0,1011,FALSE
2/18/2012,30,18,47,0,1011,FALSE
2/19/2012,29,15,37,0,1011,FALSE
2/20/2012,27,14,34,0,1011,FALSE
2/21/2012,29,14,42,0,1009,FALSE
2/22/2012,30,16,52,0,1008,FALSE
2/23/2012,32,17,49,0,1008,FALSE
2/24/2012,32,16,38,0,1008,FALSE
2/25/2012,33,17,35,0,1007,FALSE
2/26/2012,33,18,33,0,1006,FALSE
2/27/2012,30,16,31,0,1007,FALSE
2/28/2012,30,14,36,0,1006,FALSE
2/29/2012,29,18,76,3.2,1005,TRUE
3/1/2012,30,19,72,0.2,1007,TRUE
3/2/2012,31,19,68,0,1006,FALSE
3/3/2012,30,19,67,0,1005,FALSE
3/4/2012,31,19,57,0.7,1007,TRUE
3/5/2012,32,19,54,0,1007,FALSE
3/6/2012,34,20,53,0,1005,FALSE
3/7/2012,34,21,70,0.8,1003,TRUE
3/8/2012,32,21,73,0.6,1004,TRUE
3/9/2012,33,20,72,1.6,1005,TRUE
3/10/2012,32,20,64,0.5,1007,TRUE
3/11/2012,32,20,46,0,1010,FALSE
3/12/2012,33,18,30,0,1012,FALSE
3/13/2012,33,18,38,0,1011,FALSE
3/14/2012,32,19,43,0,1011,FALSE
3/15/2012,31,18,42,0,1011,FALSE
3/16/2012,32,16,37,0,1010,FALSE
3/17/2012,31,17,46,1.2,1009,TRUE
3/18/2012,31,20,66,2,1009,TRUE
3/19/2012,31,21,60,0.2,1009,TRUE
3/20/2012,33,22,65,0.5,1008,TRUE
3/21/2012,35,23,62,1.3,1007,TRUE
3/22/2012,37,23,62,0,1007,FALSE
3/23/2012,34,20,54,0,1009,FALSE
3/24/2012,34,20,50,0,1010,FALSE
3/25/2012,35,20,52,0,1009,FALSE
3/26/2012,36,21,60,0,1010,FALSE
3/27/2012,36,21,60,0,1010,FALSE
3/28/2012,37,22,57,0,1010,FALSE
3/29/2012,38,22,53,0,1008,FALSE
3/30/2012,36,22,55,0.7,1008,TRUE
3/31/2012,36,23,57,0,1010,FALSE
4/1/2012,37,23,40,0,1010,FALSE
4/2/2012,37,24,43,0,1010,FALSE
4/3/2012,38,24,47,0,1010,FALSE
4/4/2012,37,25,55,0,1009,FALSE
4/5/2012,36,24,62,0.1,1008,TRUE
4/6/2012,30,24,77,17.9,1008,TRUE
4/7/2012,31,22,78,13.4,1009,TRUE
4/8/2012,31,21,78,3.6,1008,TRUE
4/9/2012,29,24,81,11.9,1008,TRUE
4/10/2012,30,21,82,14.3,1009,TRUE
4/11/2012,31,22,77,2.9,1009,TRUE
4/12/2012,31,24,79,4.8,1006,TRUE
4/13/2012,33,24,77,5,1007,TRUE
4/14/2012,34,24,72,0,1008,FALSE
4/15/2012,36,24,64,0.9,1007,TRUE
4/16/2012,34,24,71,1.3,1006,TRUE
4/17/2012,36,25,69,0.6,1004,TRUE
4/18/2012,36,25,73,2.6,1003,TRUE
4/19/2012,36,25,75,0.7,1004,TRUE
4/20/2012,35,26,74,1.5,1006,TRUE
4/21/2012,36,25,71,0.4,1005,TRUE
4/22/2012,38,25,60,0,1003,FALSE
4/23/2012,38,26,67,2,1003,TRUE
4/24/2012,37,26,73,1.4,1004,TRUE
4/25/2012,37,26,70,0,1005,FALSE
4/26/2012,35,25,73,0.4,1006,TRUE
4/27/2012,37,26,73,2.3,1004,TRUE
4/28/2012,38,26,71,1,1002,TRUE
4/29/2012,37,26,70,0.4,1002,TRUE
4/30/2012,34,26,77,17,1002,TRUE
5/1/2012,32,26,82,3.1,1003,TRUE
5/2/2012,32,25,81,4.2,1005,TRUE
5/3/2012,35,25,72,1.1,1004,TRUE
5/4/2012,34,24,69,0.4,1005,TRUE
5/5/2012,34,24,60,0.1,1005,TRUE
5/6/2012,36,25,52,0,1004,FALSE
5/7/2012,37,24,50,0,1003,FALSE
5/8/2012,37,26,55,0,1004,FALSE
5/9/2012,37,27,60,0,1006,FALSE
5/10/2012,36,27,65,0.5,1007,TRUE
5/11/2012,36,27,66,0.4,1005,TRUE
5/12/2012,35,27,71,1.3,1003,TRUE
5/13/2012,35,26,73,2,1002,TRUE
5/14/2012,35,27,79,4.8,1002,TRUE
5/15/2012,34,28,81,2.2,1003,TRUE
5/16/2012,36,26,75,0.2,1002,TRUE
5/17/2012,35,26,78,0.3,1001,TRUE
5/18/2012,34,26,78,1.6,1002,TRUE
5/19/2012,35,28,75,7.4,1003,TRUE
5/20/2012,36,27,72,1.5,1002,TRUE
5/21/2012,36,27,69,0,1002,FALSE
5/22/2012,38,27,70,0,1001,FALSE
5/23/2012,35,27,75,0.1,1001,TRUE
5/24/2012,35,27,78,0.1,999,TRUE
5/25/2012,36,27,76,0.1,1000,TRUE
5/26/2012,35,26,74,0.3,1000,TRUE
5/27/2012,36,27,72,2.1,1000,TRUE
5/28/2012,34,28,76,0.1,1000,TRUE
5/29/2012,37,27,66,0,1001,FALSE
5/30/2012,36,28,66,0.1,999,TRUE
5/31/2012,35,28,67,2,999,TRUE
6/1/2012,32,27,78,0,999,FALSE
6/2/2012,34,26,80,5.8,998,TRUE
6/3/2012,33,28,83,0.1,996,TRUE
6/4/2012,36,29,79,0.7,996,TRUE
6/5/2012,35,29,78,0.1,998,TRUE
6/6/2012,35,28,77,2.2,998,TRUE
6/7/2012,36,28,75,3.5,998,TRUE
6/8/2012,37,28,72,0,998,FALSE
6/9/2012,37,29,68,0,998,FALSE
6/10/2012,36,28,73,2.5,997,TRUE
6/11/2012,36,28,72,2.9,998,TRUE
6/12/2012,36,27,74,0.2,999,TRUE
6/13/2012,36,28,73,0,1000,FALSE
6/14/2012,35,28,74,0.2,1001,TRUE
6/15/2012,32,28,84,13.7,999,TRUE
6/16/2012,30,27,89,8,997,TRUE
6/17/2012,33,26,83,5.8,998,TRUE
6/18/2012,35,26,74,0,998,FALSE
6/19/2012,35,27,73,0.2,996,TRUE
6/20/2012,33,27,80,6.4,994,TRUE
6/21/2012,33,26,82,0,996,FALSE
6/22/2012,32,26,83,0,999,FALSE
6/23/2012,31,26,85,0,998,FALSE
6/24/2012,32,26,85,0,996,FALSE
6/25/2012,33,26,83,0,998,FALSE
6/26/2012,33,27,83,2.5,998,TRUE
6/27/2012,34,27,82,2.1,998,TRUE
6/28/2012,35,27,80,5.9,999,TRUE
6/29/2012,35,27,74,3.1,998,TRUE
6/30/2012,35,27,73,1.9,997,TRUE
7/1/2012,34,27,77,1.3,997,TRUE
7/2/2012,33,27,76,0,998,FALSE
7/3/2012,32,26,80,0,997,FALSE
7/4/2012,33,26,80,4.6,998,TRUE
7/5/2012,32,26,82,12.1,998,TRUE
7/6/2012,33,26,78,27.5,998,TRUE
7/7/2012,34,27,75,11.8,997,TRUE
7/8/2012,32,26,77,0.5,997,TRUE
7/9/2012,33,26,78,1.1,1000,TRUE
7/10/2012,33,26,78,0,1003,FALSE
7/11/2012,33,26,79,5.5,1003,TRUE
7/12/2012,33,26,82,10.9,1002,TRUE
7/13/2012,34,27,83,4.6,1000,TRUE
7/14/2012,31,27,88,0.5,999,TRUE
7/15/2012,30,27,89,3.2,1000,TRUE
7/16/2012,33,26,84,0,1002,FALSE
7/17/2012,32,26,85,0,1001,FALSE
7/18/2012,34,27,82,0,999,FALSE
7/19/2012,33,27,83,0.4,997,TRUE
7/20/2012,33,26,83,0.3,998,TRUE
7/21/2012,32,26,83,0,1000,FALSE
7/22/2012,32,26,82,0,1000,FALSE
7/23/2012,33,26,83,0,997,FALSE
7/24/2012,31,26,84,0,997,FALSE
7/25/2012,33,26,82,0.1,998,TRUE
7/26/2012,34,26,82,0,997,FALSE
7/27/2012,32,26,82,0,997,FALSE
7/28/2012,32,26,84,0,998,FALSE
7/29/2012,30,26,85,0,999,FALSE
7/30/2012,31,25,82,0,998,FALSE
7/31/2012,32,25,82,1.2,997,TRUE
8/1/2012,33,26,83,0,997,FALSE
8/2/2012,33,26,84,3.6,997,TRUE
8/3/2012,33,26,79,0.2,997,TRUE
8/4/2012,33,26,80,0.1,996,TRUE
8/5/2012,32,26,80,0,998,FALSE
8/6/2012,32,26,82,0,1000,FALSE
8/7/2012,32,26,82,0,1001,FALSE
8/8/2012,32,27,81,1.3,1000,TRUE
8/9/2012,33,25,83,0,998,FALSE
8/10/2012,33,26,80,0.7,998,TRUE
8/11/2012,32,26,83,0.5,1001,TRUE
8/12/2012,32,26,83,6.5,1001,TRUE
8/13/2012,28,26,93,7.2,1001,TRUE
8/14/2012,32,26,81,3.9,1000,TRUE
8/15/2012,33,26,80,0.5,1000,TRUE
8/16/2012,33,26,80,6.9,999,TRUE
8/17/2012,33,26,82,0.1,999,TRUE
8/18/2012,32,26,80,0,1000,FALSE
8/19/2012,33,26,83,0,1001,FALSE
8/20/2012,31,26,88,11.1,1002,TRUE
8/21/2012,30,26,88,5.6,1003,TRUE
8/22/2012,31,25,87,19.2,1005,TRUE
8/23/2012,32,26,86,4.2,1003,TRUE
8/24/2012,33,26,86,14.1,1002,TRUE
8/25/2012,31,26,86,5.9,1002,TRUE
8/26/2012,32,26,84,0,1003,FALSE
8/27/2012,33,26,85,1,1002,TRUE
8/28/2012,32,26,84,0.2,1003,TRUE
8/29/2012,34,26,80,0,1003,FALSE
8/30/2012,32,26,85,2.4,1004,TRUE
8/31/2012,32,26,85,1.3,1003,TRUE
9/1/2012,33,26,83,0,1001,FALSE
9/2/2012,33,26,84,6.3,1002,TRUE
9/3/2012,31,26,87,0.1,1002,TRUE
9/4/2012,26,25,94,2.5,1004,TRUE
9/5/2012,27,25,93,0.9,1005,TRUE
9/6/2012,31,25,85,0.2,1006,TRUE
9/7/2012,34,25,78,0,1004,FALSE
9/8/2012,35,27,81,0,1002,FALSE
9/9/2012,29,26,90,1.9,1004,TRUE
9/10/2012,31,25,85,0,1004,FALSE
9/11/2012,31,25,85,0.9,1003,TRUE
9/12/2012,32,25,86,6.3,1003,TRUE
9/13/2012,31,25,85,1.5,1003,TRUE
9/14/2012,31,25,85,0.1,1002,TRUE
9/15/2012,31,25,87,3,1000,TRUE
9/16/2012,30,25,88,0.8,1002,TRUE
9/17/2012,31,25,87,0.1,1005,TRUE
9/18/2012,31,25,86,1.3,1005,TRUE
9/19/2012,32,25,87,1.3,1004,TRUE
9/20/2012,32,25,86,0.2,1005,TRUE
9/21/2012,32,25,86,2,1005,TRUE
9/22/2012,32,25,85,0,1005,FALSE
9/23/2012,32,25,86,8,1004,TRUE
9/24/2012,32,25,83,10.9,1003,TRUE
9/25/2012,33,24,72,0,1004,FALSE
9/26/2012,33,26,79,0.2,1006,TRUE
9/27/2012,33,26,80,8,1007,TRUE
9/28/2012,33,26,76,3.9,1007,TRUE
9/29/2012,34,25,70,0,1007,FALSE
9/30/2012,34,26,66,0,1008,FALSE
10/1/2012,32,26,79,3.3,1008,TRUE
10/2/2012,31,26,86,11.3,1008,TRUE
10/3/2012,32,25,89,6.3,1005,TRUE
10/4/2012,30,25,92,2.5,1003,TRUE
10/5/2012,31,25,88,0,1004,FALSE
10/6/2012,32,24,83,0.6,1007,TRUE
10/7/2012,32,25,81,0.1,1008,TRUE
10/8/2012,33,25,81,0,1007,FALSE
10/9/2012,31,25,86,7.5,1007,TRUE
10/10/2012,32,24,87,1.9,1007,TRUE
10/11/2012,27,24,90,0,1006,FALSE
10/12/2012,31,23,79,0,1008,FALSE
10/13/2012,31,23,76,1.4,1009,TRUE
10/14/2012,31,23,71,0,1009,FALSE
10/15/2012,31,23,74,0,1011,FALSE
10/16/2012,31,22,80,0,1011,FALSE
10/17/2012,31,23,80,0,1011,FALSE
10/18/2012,31,23,78,0.6,1011,TRUE
10/19/2012,31,23,75,0.1,1011,TRUE
10/20/2012,31,23,76,0.4,1012,TRUE
10/21/2012,30,22,78,0.2,1012,TRUE
10/22/2012,30,21,78,0.1,1012,TRUE
10/23/2012,30,21,73,0,1011,FALSE
10/24/2012,29,20,68,0,1009,FALSE
10/25/2012,29,19,66,0,1009,FALSE
10/26/2012,29,19,66,0,1010,FALSE
10/27/2012,29,19,73,0,1010,FALSE
10/28/2012,29,20,78,0,1010,FALSE
10/29/2012,30,20,73,0,1009,FALSE
10/30/2012,31,21,75,0,1009,FALSE
10/31/2012,31,21,75,0,1010,FALSE
11/1/2012,31,22,71,0,1010,FALSE
11/2/2012,29,21,66,0,1010,FALSE
11/3/2012,24,20,76,1.7,1010,TRUE
11/4/2012,24,19,95,6.5,1011,TRUE
11/5/2012,27,20,90,1.9,1010,TRUE
11/6/2012,29,22,86,4.3,1010,TRUE
11/7/2012,28,22,77,0,1010,FALSE
11/8/2012,28,20,69,0,1009,FALSE
11/9/2012,28,20,64,0,1010,FALSE
11/10/2012,27,18,66,0,1012,FALSE
11/11/2012,27,18,71,0,1011,FALSE
11/12/2012,28,18,71,0,1011,FALSE
11/13/2012,28,19,71,0.1,1012,TRUE
11/14/2012,28,19,70,0,1010,FALSE
11/15/2012,28,19,68,0,1011,FALSE
11/16/2012,28,19,71,0,1012,FALSE
11/17/2012,29,19,69,0,1011,FALSE
11/18/2012,28,20,69,0,1010,FALSE
11/19/2012,30,21,72,0,1010,FALSE
11/20/2012,29,21,62,0,1011,FALSE
11/21/2012,28,19,57,0,1012,FALSE
11/22/2012,27,18,54,0,1011,FALSE
11/23/2012,26,16,60,0,1012,FALSE
11/24/2012,27,16,54,0,1011,FALSE
11/25/2012,26,16,54,0,1012,FALSE
11/26/2012,26,15,54,0,1012,FALSE
11/27/2012,26,16,54,0,1012,FALSE
11/28/2012,25,15,56,0,1011,FALSE
11/29/2012,25,14,57,0,1010,FALSE
11/30/2012,26,16,63,0,1010,FALSE
12/1/2012,27,16,60,0,1011,FALSE
12/2/2012,26,17,67,0,1013,FALSE
12/3/2012,26,17,60,0,1012,FALSE
12/4/2012,26,15,59,0,1012,FALSE
12/5/2012,26,16,61,0,1012,FALSE
12/6/2012,26,16,56,0,1012,FALSE
12/7/2012,26,15,54,0,1011,FALSE
12/8/2012,26,15,49,0,1011,FALSE
12/9/2012,26,14,50,0,1011,FALSE
12/10/2012,26,14,54,0,1011,FALSE
12/11/2012,27,15,60,0,1012,FALSE
12/12/2012,27,18,66,1.7,1011,TRUE
12/13/2012,27,18,72,0.1,1013,TRUE
12/14/2012,27,18,66,0,1016,FALSE
12/15/2012,26,17,65,0,1016,FALSE
12/16/2012,26,17,63,0,1015,FALSE
12/17/2012,26,15,51,0,1014,FALSE
12/18/2012,25,15,52,0,1013,FALSE
12/19/2012,25,15,53,0,1013,FALSE
12/20/2012,25,13,55,0,1012,FALSE
12/21/2012,23,13,51,0,1013,FALSE
12/22/2012,24,13,54,0,1013,FALSE
12/23/2012,24,13,63,0,1014,FALSE
12/24/2012,25,14,72,0,1013,FALSE
12/25/2012,23,13,61,0,1012,FALSE
12/26/2012,23,12,52,0,1013,FALSE
12/27/2012,23,13,56,0,1013,FALSE
12/28/2012,23,13,54,0,1011,FALSE
12/29/2012,24,13,56,0,1012,FALSE
12/30/2012,23,12,38,0,1012,FALSE
12/31/2012,23,11,39,0,1011,FALSE
1/1/2013,25,12,50,0,1012,FALSE
1/2/2013,26,14,53,0,1012,FALSE
1/3/2013,25,15,55,0,1013,FALSE
1/4/2013,25,15,60,0,1013,FALSE
1/5/2013,24,14,48,0,1012,FALSE
1/6/2013,24,12,43,0,1012,FALSE
1/7/2013,22,14,38,0,1013,FALSE
1/8/2013,21,10,37,0,1015,FALSE
1/9/2013,20,8,41,0,1015,FALSE
1/10/2013,21,9,44,0,1014,FALSE
1/11/2013,21,9,49,0,1014,FALSE
1/12/2013,23,11,59,0,1014,FALSE
1/13/2013,23,12,60,0,1013,FALSE
1/14/2013,25,14,57,0,1012,FALSE
1/15/2013,26,14,51,0,1014,FALSE
1/16/2013,26,13,48,0,1016,FALSE
1/17/2013,27,15,52,0,1015,FALSE
1/18/2013,28,16,52,0,1016,FALSE
1/19/2013,29,16,58,0,1014,FALSE
1/20/2013,28,18,54,0,1014,FALSE
1/21/2013,26,16,45,0,1016,FALSE
1/22/2013,26,14,47,0,1016,FALSE
1/23/2013,26,14,45,0,1015,FALSE
1/24/2013,25,13,39,0,1015,FALSE
1/25/2013,24,11,35,0,1016,FALSE
1/26/2013,24,11,33,0,1016,FALSE
1/27/2013,25,12,45,0,1015,FALSE
1/28/2013,26,14,48,0,1014,FALSE
1/29/2013,26,14,45,0,1013,FALSE
1/30/2013,26,15,45,0,1014,FALSE
1/31/2013,27,15,44,0,1015,FALSE
2/1/2013,27,16,44,0,1014,FALSE
2/2/2013,28,15,39,0,1013,FALSE
2/3/2013,29,19,35,0,1012,FALSE
2/4/2013,29,16,37,0,1015,FALSE
2/5/2013,30,17,42,0,1015,FALSE
2/6/2013,32,19,42,0,1014,FALSE
2/7/2013,32,19,38,0,1011,FALSE
2/8/2013,30,20,47,0,1011,FALSE
2/9/2013,28,16,34,0,1013,FALSE
2/10/2013,29,15,40,0,1013,FALSE
2/11/2013,29,16,35,0,1012,FALSE
2/12/2013,30,16,30,0,1012,FALSE
2/13/2013,31,18,34,0,1011,FALSE
2/14/2013,31,17,28,0,1011,FALSE
2/15/2013,31,17,30,0,1011,FALSE
2/16/2013,31,18,37,0.3,1011,TRUE
2/17/2013,27,20,52,0.7,1009,TRUE
2/18/2013,27,17,68,0,1011,FALSE
2/19/2013,28,16,45,0,1012,FALSE
2/20/2013,29,16,43,0,1012,FALSE
2/21/2013,30,16,44,0,1012,FALSE
2/22/2013,31,17,38,0,1013,FALSE
2/23/2013,33,18,37,0,1012,FALSE
2/24/2013,34,20,33,0,1012,FALSE
2/25/2013,34,19,32,0,1012,FALSE
2/26/2013,33,20,38,0,1013,FALSE
2/27/2013,33,19,42,0,1011,FALSE
2/28/2013,34,18,34,0,1009,FALSE
3/1/2013,32,18,31,0,1010,FALSE
3/2/2013,32,17,35,0,1012,FALSE
3/3/2013,33,18,41,0,1011,FALSE
3/4/2013,34,19,40,0,1012,FALSE
3/5/2013,33,18,30,0,1013,FALSE
3/6/2013,33,18,35,0,1013,FALSE
3/7/2013,34,18,36,0,1012,FALSE
3/8/2013,34,19,24,0,1011,FALSE
3/9/2013,34,19,32,0,1009,FALSE
3/10/2013,34,18,41,0,1009,FALSE
3/11/2013,34,20,53,0,1009,FALSE
3/12/2013,35,21,68,2.3,1009,TRUE
3/13/2013,33,22,76,1,1010,TRUE
3/14/2013,34,22,68,0.4,1011,TRUE
3/15/2013,35,23,52,0,1011,FALSE
3/16/2013,37,23,45,0.4,1012,TRUE
3/17/2013,36,22,43,0.2,1011,TRUE
3/18/2013,33,19,35,0,1008,FALSE
3/19/2013,35,20,46,0,1008,FALSE
3/20/2013,35,20,53,0,1008,FALSE
3/21/2013,36,21,53,0,1006,FALSE
3/22/2013,35,21,48,0.2,1005,TRUE
3/23/2013,35,22,67,1.3,1008,TRUE
3/24/2013,36,23,59,0,1008,FALSE
3/25/2013,38,23,45,0,1005,FALSE
3/26/2013,37,23,42,0,1004,FALSE
3/27/2013,37,22,47,0,1006,FALSE
3/28/2013,37,22,55,0,1007,FALSE
3/29/2013,38,23,45,0,1007,FALSE
3/30/2013,37,24,44,0.5,1005,TRUE
3/31/2013,37,24,50,0.9,1006,TRUE
4/1/2013,35,24,60,0.3,1007,TRUE
4/2/2013,35,24,62,1,1008,TRUE
4/3/2013,38,24,50,0.2,1006,TRUE
4/4/2013,38,25,41,0,1002,FALSE
4/5/2013,38,24,28,0,1001,FALSE
4/6/2013,38,23,25,0,1003,FALSE
4/7/2013,38,22,49,0,1003,FALSE
4/8/2013,39,24,61,0,1004,FALSE
4/9/2013,39,24,59,0,1005,FALSE
4/10/2013,40,25,58,0,1005,FALSE
4/11/2013,40,25,58,0,1005,FALSE
4/12/2013,39,25,57,0.3,1006,TRUE
4/13/2013,40,25,51,0,1007,FALSE
4/14/2013,34,25,53,0.1,1007,TRUE
4/15/2013,36,25,53,0,1005,FALSE
4/16/2013,36,24,61,4.1,1003,TRUE
4/17/2013,33,23,74,10,1004,TRUE
4/18/2013,35,24,68,0.2,1005,TRUE
4/19/2013,36,25,64,7.7,1005,TRUE
4/20/2013,34,23,59,0.3,1007,TRUE
4/21/2013,32,25,56,0.7,1008,TRUE
4/22/2013,30,23,65,1.9,1010,TRUE
4/23/2013,33,22,60,0.1,1010,TRUE
4/24/2013,35,25,52,0.1,1009,TRUE
4/25/2013,36,26,49,0,1008,FALSE
4/26/2013,37,26,50,0,1007,FALSE
4/27/2013,37,27,53,0,1005,FALSE
4/28/2013,35,27,67,3.1,1004,TRUE
